Code,Description
"11727","Foggia, Italy: Foggia Airport"
"11728","Westhampton, NY: Francis S. Gabreski"
"11730","Fortaleza, Brazil: Pinto Martins International"
"11731","Freeport, The Bahamas: Grand Bahama International"
"11732","Fort Pierce, FL: Treasure Coast International"
"11733","Perry, FL: Perry-Foley"
"11734","Patching Lake, AK: Patching Lake Airport"
"11735","Ventura, CA: San Nicolas Island NOLF"
"11736","Kodiak, AK: Lilly Lake"
"11737","Katmai National Park, AK: Trident Volcano"
"11738","Annex Creek, AK: Annex Creek Airport"
"11739","Davidson Creek, AK: Davidson Creek Airport"
"11740","Snettisham, AK: Snettisham Airport"
"11741","Fire Island, AK: Fire Island Airport"
"11742","Scott, KY: Georgetown Scott County Regional"
"11743","Greens Creek, AK: Greens Creek Airport"
"11744","Gull Cove, AK: Gull Cove Airport"
"11745","Flora, IL: Flora Municipal"
"11747","Karta Lake, AK: Karta Lake Airport"
"11748","Manzanita Lake, AK: Manzanita Lake Airport"
"11749","Shrimp Bay, AK: Shrimp Bay Airport"
"11750","Dry Bay, AK: Dry Bay Airport"
"11751","Josephine Lake, AK: Josephine Lake Airport"
"11754","Libby, MT: Libby Airport"
"11755","Volcano Bay, AK: Volcano Bay Airport"
"11756","Fort Glenn, AK: Fort Glenn Airport"
"11757","Babe Islands, AK: Babe Islands Airport"
"11758","Kahli Cove, AK: Kahli Cove Airport"
"11760","Frankfurt, Germany: Frankfurt Main"
"11761","Franca, Brazil: Tenente Lund Pressoto"
"11762","Friday Harbor, WA: Friday Harbor Airport"
"11763","Frankfurt, Germany: Rhein Main AFB"
"11764","East Farmingdale, NY: Republic"
"11765","Forli, Italy: Forli Airport"
"11766","Fairmont, MN: Fairmont Municipal"
"11767","Floro, Norway: Floro Airport"
"11768","Fresh Water Bay, AK: Fresh Water Bay Airport"
"11769","Front Royal, VA: Front Royal-Warren County"
"11770","Flores, Guatemala: Flores Airport"
"11771","Bishkek, Kyrgyzstan: Manas"
"11772","Francistown, Botswana: Francistown Airport"
"11773","Fryeburg, ME: Eastern Slopes Regional"
"11774","Figari, France: Figari Sud Corse"
"11775","Sioux Falls, SD: Joe Foss Field"
"11776","Fort Sill, OK: Henry Post AAF"
"11777","Fort Scott, KS: Fort Scott Municipal"
"11778","Fort Smith, AR: Fort Smith Regional"
"11779","St. Pierre, Saint Pierre and Miquelon: Saint Pierre"
"11780","Ft. Stockton, TX: Fort Stockton Pecos County"
"11781","Shizuoka, Japan: Shizuoka Airport"
"11782","Fort Collins, CO: Fort Collins Airpark"
"11783","El Calafate, Argentina: El Calafate Airport"
"11784","Denver, CO: Front Range"
"11785","Fort Knox, KY: Godman AAF"
"11786","Fortuna Ledge, AK: Fortuna Ledge Airport"
"11787","Fort Dauphin, Madagascar: Marillac"
"11788","Masvingo, Zimbabwe: Masvingo International"
"11789","Dallas/Fort Worth, TX: Fort Worth Meacham International"
"11790","Atlanta, GA: Fulton County Airport-Brown Field"
"11791","Fuerteventura, Spain: Fuerteventura Airport"
"11792","Fukue, Japan: Fukue Airport"
"11793","Fukuoka, Japan: Fukuoka Airport"
"11794","Fullerton, CA: Fullerton Municipal"
"11795","Funafuti, Tuvalu: Funafuti International"
"11796","Futuna Island, Wallis and Futuna: Futuna Pointe Vele"
"11797","Osprey Lodge, AK: Osprey Lodge Airport"
"11798","Baledogle, Somalia: Baledogle Airport"
"11799","Baikonour, Kazakhstan: Baikonour Airport"
"11800","Sonora, TX: Sonora Municipal"
"11801","Fallbrook, CA: Fallbrook Community Airpark"
"11802","Dadaab, Kenya: Hagadera"
"11803","Wickenburg, AZ: Wickenburg Municipal"
"11804","Othello, WA: Othello Municipal"
"11805","Lake Providence, LA: Byerley"
"11806","Amberley, Australia: Amberley Airport"
"11810","Culbertson, MT: Big Sky Field"
"11811","Aurora, OR: Aurora State"
"11812","Quincy, CA: Gansner Field"
"11813","Donlin Creek Mine, AK: Donlin Creek Mine Airport"
"11814","Three Forks, MT: Three Forks Airport"
"11815","Rexburg, ID: Rexburg-Madison County"
"11816","Latacunga, Ecuador: Latacunga Airport"
"11817","Las Palmas, Peru: Las Palmas Airport"
"11818","Kernville, CA: Kern Valley"
"11819","Golden Creek Mine, AK: Golden Creek Mine Airport"
"11820","Grace Harbor, AK: Grace Harbor Airport"
"11821","Unuk River, AK: Unuk River Airport"
"11822","Deadhorse, AK: Inigok"
"11823","Fort Wayne, IN: Fort Wayne International"
"11824","Fort Worth, TX: Fort Worth NAS JRB/Carswell Field"
"11825","Farewell, AK: Farewell Airport"
"11826","Fort Worth, TX: Fort Worth Spinks"
"11827","Fort Lauderdale, FL: Fort Lauderdale Executive"
"11828","Kaktovik, AK: Bullen Point AFS"
"11829","Nova Freixo, Mozambique: Nova Freixo Airport"
"11830","Clinton, IN: Frankfort Municipal"
"11831","Forest City, IA: Forest City Municipal"
"11832","Faya-Largeau, Chad: Faya-Largeau Airport"
"11833","Fort Yukon, AK: Fort Yukon Airport"
"11834","Fayetteville, AR: Drake Field"
"11835","Filton, United Kingdom: Bristol Filton"
"11836","Lafayette, GA: Barwick Lafayette"
"11837","Carrollton, GA: West Georgia Regional - O V Gray Field"
"11838","Atlanta, GA: Newnan Coweta County"
"11839","Gracias, Honduras: Gracias Airport"
"11840","Gadsden, AL: Northeast Alabama Regional"
"11841","Gabes, Tunisia: Matmata Northeast"
"11842","Gaithersburg, MD: Montgomery County Airpark"
"11843","Yamagata, Japan: Yamagata Airport"
"11844","Galena, AK: Edward G. Pitka Sr."
"11845","Gambell, AK: Gambell Airport"
"11846","Gan Island, Maldives: Gan Island Airport"
"11847","Guantanamo, Cuba: Los Canos"
"11848","Gao, Mali: Gao Airport"
"11849","Garaina, Papua New Guinea: Garaina Airport"
"11850","Gap, France: Gap Tallard"
"11851","Guwahati, India: Guwahati International"
"11852","Gangaw, Burma: Gangaw Airport"
"11853","Gaya, India: Gaya Airport"
"11854","Suffolk, United Kingdom: Wattisham"
"11855","Goose Bay, AK: Goose Bay AAF"
"11856","Great Bend, KS: Great Bend Municipal"
"11857","Gaborone, Botswana: Sir Seretse Khama International"
"11858","Galesburg, IL: Galesburg Municipal"
"11859","Galbraith Lake, AK: Galbraith Lake Airport"
"11860","Marie Galante, Guadeloupe: Marie Galante Airport"
"11861","Gbangbatok, Sierra Leone: Gbangbatok Airport"
"11862","Great Barrington, MA: Walter J. Koladza"
"11863","Khashm El Girba, Sudan: Khashm El Girba Airport"
"11864","Guacamayas, Colombia: Guacamayas Airport"
"11865","Gillette, WY: Gillette Campbell County"
"11866","Guernsey, United Kingdom: Guernsey Airport"
"11867","Garden City, KS: Garden City Regional"
"11868","Grand Cayman, Cayman Islands: Owen Roberts International"
"11869","Grand Canyon, AZ: Grand Canyon National Park"
"11870","Greeneville, TN: Municipal"
"11871","Greenville, SC: Donaldson Field"
"11872","Gode, Ethiopia: Gode Airport"
"11873","Golden Horn Lodge, AK: Golden Horn Lodge Seaplane Base"
"11874","Guadalajara, Mexico: Miguel Hidalgo Y Costilla International"
"11875","Gardner, MA: Gardner Municipal"
"11876","Gdansk, Poland: Gdansk Lech Walesa"
"11877","Gondar, Ethiopia: Gonder Atse Tewodros"
"11878","Grand Turk, Turks and Caicos Islands: JAGS McCartney International"
"11879","Glendive, MT: Dawson Community"
"11880","Gladwin, MI: Gladwin Zettel Memorial"
"11881","Magadan, Russia: Magadan Airport"
"11882","Noumea, New Caledonia: Noumea Magenta"
"11883","Georgetown, DE: Delaware Coastal"
"11884","Spokane, WA: Spokane International"
"11885","Ganes Creek, AK: Ganes Creek Airport"
"11886","Santo Angelo, Brazil: Sepe Tiaraju"
"11887","Oslo, Norway: Gardermoen"
"11888","Georgetown, Guyana: Cheddi Jagan International"
"11889","Nueva Gerona, Cuba: Rafael Cabrera"
"11890","General Santos, Philippines: General Santos Airport"
"11891","Geraldton, Australia: Geraldton Airport"
"11892","Gallivare, Sweden: Gallivare Airport"
"11893","Greybull, WY: South Big Horn County"
"11894","Shelbyville, IN: Shelbyville Municipal"
"11895","Great Falls, MT: Malmstrom AFB Heliport"
"11896","Togiak Fish, AK: Togiak Fish Airport"
"11897","Griffith, Australia: Griffith Airport"
"11898","Grand Forks, ND: Grand Forks International"
"11899","Glens Falls, NY: Floyd Bennett Memorial"
"11900","Grafton, Australia: Grafton Airport"
"11901","Bartica, Guyana: Bartica Airport"
"11902","Granville, France: Granville Mont Saint Michel"
"11903","Grootfontein, Namibia: Grootfontein Airport"
"11904","Georgetown, SC: Georgetown County"
"11905","Longview, TX: East Texas Regional"
"11906","Gagnoa, Cote d'Ivoire: Gagnoa Airport"
"11907","Moss Town, The Bahamas: Exuma International"
"11908","Glasgow, MT: Wokal Field/Glasgow International"
"11909","Ghardaia, Algeria: Noumerat Moufdi Zakaria"
"11910","Governors Harbour, The Bahamas: Governors Harbour Airport"
"11911","Great Harbour Cay, The Bahamas: Great Harbour Cay Airport"
"11912","Ghat, Libya: Ghat Airport"
"11913","Gualeguaychu, Argentina: Gualeguaychu Airport"
"11914","Gibraltar, Gibraltar: Gibraltar Airport"
"11915","Rio de Janeiro, Brazil: Galeao Antonio Carlos Jobim International"
"11916","Gilgit, Pakistan: Gilgit Airport"
"11917","Gisborne, New Zealand: Gisborne Airport"
"11918","Gizan, Saudi Arabia: Gizan Saudia Arabia"
"11919","Guanaja Island, Honduras: Guanaja"
"11920","Guajara-Mirim, Brazil: Guajara Mirim"
"11921","Grand Junction, CO: Grand Junction Regional"
"11922","Goroka, Papua New Guinea: Goroka Airport"
"11923","Great Keppel Island, Australia: Bonnie Doon"
"11924","Gulkana, AK: Gulkana Airport"
"11926","Station Nord, Greenland: Station Nord Airport"
"11927","Hyde Fjord, Greenland: Hyde Fjord Ice Strip"
"11928","Glasgow, United Kingdom: Glasgow Airport"
"11929","Goodland, KS: Renner Field"
"11930","Golfito, Costa Rica: Golfito Airport"
"11931","Greenville, MS: Greenville Mid Delta"
"11932","Glen Innes, Australia: Glen Innes Airport"
"11933","Galcaio, Somalia: Gaalkacyo"
"11934","Glenormiston, Australia: Glenormiston Airport"
"11935","Goulimime, Morocco: Goulimime Airport"
"11936","Gloucester/Cheltenham, United Kingdom: Gloucestershire"
"11937","Glennallen, AK: Glennallen Airport"
"11938","Gaylord, MI: Gaylord Regional"
"11939","Galveston, TX: Scholes International at Galveston"
"11940","Gladstone, Australia: Gladstone Airport"
"11941","Golovin, AK: Golovin Airport"
"11942","Glasgow, KY: Glasgow Municipal"
"11943","Gemena, Congo (Kinshasa): Gemena Airport"
"11944","Guerima, Colombia: Guerima Airport"
"11945","Seoul, South Korea: Gimpo International"
"11946","Granite Mountain, AK: Granite Mountain AS"
"11947","Greenville, SC: Greenville Downtown"
"11948","Hrodna, Belarus: Hrodna Airport"
"11949","Grenoble, France: Grenoble Isere"
"11950","Grenada, Grenada: Maurice Bishop International"
"11951","General Roca, Argentina: General Roca Airport"
"11952","Goodnews Bay, AK: Goodnews"
"11953","Gainesville, FL: Gainesville Regional"
"11954","Genoa, Italy: Genova/Sestri"
"11955","Goba, Ethiopia: Goba Airport"
"11956","Nuuk, Greenland: Nuuk Airport"
"11957","Goa, India: Goa Airport"
"11958","Nizhniy Novgorod, Russia: Strigino"
"11959","Gold Beach, OR: Gold Beach Municipal"
"11960","Goma, Congo (Kinshasa): Goma Airport"
"11961","New London/Groton, CT: Groton-New London"
"11962","Goondiwindi, Australia: Goondiwindi Airport"
"11963","Gorakhpur, India: Gorakhpur Airport"
"11964","Gore, Ethiopia: Gore Airport"
"11965","Gosford, Australia: Gosford Airport"
"11966","Gothenburg, Sweden: Landvetter"
"11967","Garoua, Cameroon: Garoua Airport"
"11968","Gove, Australia: Gove Airport"
"11969","Gorna Oryahovitsa, Bulgaria: Gorna Oryahovitsa Airport"
"11970","Guapi, Colombia: Guapi Airport"
"11971","Grand Prairie, TX: Grand Prairie Municipal"
"11972","Galapagos Islands, Ecuador: Baltra"
"11973","Gulfport/Biloxi, MS: Gulfport-Biloxi International"
"11974","Grand Rapids, MN: Grand Rapids/Itasca County-Gordon Newstrom Field"
"11975","Galion, OH: Horning"
"11976","Gamarra, Colombia: Germania"
"11977","Green Bay, WI: Green Bay Austin Straubel International"
"11978","Greenwood, SC: Greenwood County"
"11979","Tacoma, WA: Gray AAF"
"11980","Grand Island, NE: Central Nebraska Regional"
"11981","George, South Africa: George Airport"
"11982","Killeen, TX: Robert Gray AAF"
"11983","Gerona, Spain: Gerona Costa Brava"
"11984","Gurupi, Brazil: Gurupi Airport"
"11985","Groningen, Netherlands: Eelde"
"11986","Grand Rapids, MI: Gerald R. Ford International"
"11987","Grosseto, Italy: Grosseto Airport"
"11988","Sao Paulo, Brazil: Guarulhos Gov Andre Franco Montoro"
"11989","Graciosa Island, Portugal: Graciosa Island Airport"
"11990","Granada, Spain: Granada Airport"
"11991","Graz, Austria: Graz Airport"
"11992","Goldsboro, NC: Seymour Johnson AFB"
"11993","Gothenburg, Sweden: Gothenburg City"
"11994","Goshen, IN: Goshen Municipal"
"11995","Greensboro/High Point, NC: Piedmont Triad International"
"11996","Greer, SC: Greenville-Spartanburg International"
"11997","Gustavus, AK: Gustavus Airport"
"11999","Dallas/Fort Worth, TX: Greater Southwest International"
"12000","San Jose, Guatemala: San Jose Airport"
"12001","Genting, Malaysia: Genting Airport"
"12002","Groote Island, Australia: Groote Eylandt"
"12003","Great Falls, MT: Great Falls International"
"12004","Sungei Tekai, Malaysia: Sungei Tekai Airport"
"12005","Mount Cook, New Zealand: Glentanner"
"12006","Gorontalo, Indonesia: Djalaluddin"
"12007","Columbus, MS: Golden Triangle Regional"
"12008","Georgetown, TX: Georgetown Municipal"
"12009","Zlin, Czech Republic: Holesov"
"12010","Guatemala City, Guatemala: La Aurora International"
"12011","Guerrero Negro, Mexico: Guerrero Negro Airport"
"12012","Gunnison, CO: Gunnison-Crested Butte Regional"
"12013","Goundam, Mali: Goundam Airport"
"12014","Gunnedah, Australia: Gunnedah Airport"
"12015","Guiria, Venezuela: Almirante Cristobal Colon"
"12016","Guam, TT: Guam International"
"12017","Gualaco, Honduras: Jicalapa"
"12018","Gallup, NM: Gallup Municipal"
"12019","Guanare, Venezuela: Guanare Airport"
"12020","Alotau, Papua New Guinea: Gurney"
"12021","Peru, IN: Grissom ARB"
"12022","Gutersloh, Germany: Gutersloh Airport"
"12023","Atyrau, Kazakhstan: Atyrau Airport"
"12024","Guymon, OK: Guymon Municipal"
"12025","Guiratinga, Brazil: Guiratinga Airport"
"12026","Geneva, Switzerland: Geneva Airport"
"12027","Gordonville, VA: Gordonsville Municipal"
"12028","Gainesville, GA: Lee Gilmer Memorial"
"12029","Batavia, NY: Genesee County"
"12030","Governador Valadares, Brazil: Governador Valadares Airport"
"12031","Greenville, TX: Majors"
"12032","Grandview, MO: Richards/Gebaur AFB"
"12033","Gavle, Sweden: Gavle Airport"
"12034","Gwadar, Pakistan: Gwadar International"
"12035","Gweru, Zimbabwe: Gweru Thornhill"
"12038","Gwalior, India: Gwalior Airport"
"12039","Greenwood, MS: Greenwood/Leflore"
"12040","Gwinner, ND: Gwinner-Roger Melroe Field"
"12041","Glenwood Springs, CO: Glenwood Springs Municipal"
"12042","Westerland-Sylt, Germany: Sylt"
"12044","Galway, Ireland: Carnmore"
"12045","Sayun, Yemen: Sayun International"
"12046","Mildenhall, United Kingdom: Mildenhall NAF"
"12047","Coyhaique, Chile: Teniente Vidal"
"12048","Yagoua, Cameroon: Yagoua Ville"
"12049","Guayaramerin, Bolivia: Guayaramerin Airport"
"12050","Baku, Azerbaijan: Baku Metropolitan Area"
"12051","Guayaquil, Ecuador: Jose Joaquin de Olmedo International"
"12052","Guaymas, Mexico: General Jose Maria Yanez International"
"12053","Goiania, Brazil: Santa Genoveva"
"12054","Goodyear, AZ: Phoenix Goodyear"
"12055","Gary, IN: Gary/Chicago International"
"12056","Gizo, Solomon Islands: Gizo Airport"
"12057","Gaziantep, Turkey: Gaziantep Airport"
"12058","Hamilton, AL: Marion County"
"12059","Hachijo Jima Island, Japan: Hachijo Jima Island Airport"
"12060","Halmstad, Sweden: Halmstad Airport"
"12061","Havasupai, AZ: Havasupai Airport"
"12062","Half Moon Bay, CA: Half Moon Bay Airport"
"12063","Moroni, Comoros: Prince Said Ibrahim"
"12064","Hannover, Germany: Hannover Airport"
"12065","Haikou, China: Meilan"
"12066","Hamburg, Germany: Hamburg Airport"
"12067","Hanoi, Vietnam: Noibai International"
"12068","Hamilton, OH: Butler County Regional Hogan Field"
"12069","Long Island, Australia: Long Island Airport"
"12070","Harrisburg, PA: Capital City"
"12071","Hail, Saudi Arabia: Hail Airport"
"12072","Haugesund, Norway: Karmoy"
"12073","Havana, Cuba: Jose Marti International"
"12074","Haycock, AK: Haycock Airport"
"12075","Hobart, Australia: Hobart Airport"
"12076","Hanus Bay, AK: Hanus Bay Airport"
"12077","Alexandria, Egypt: Borg El Arab"
"12078","Hattiesburg, MS: Hattiesburg Bobby L. Chain Municipal"
"12079","Hobart Bay, AK: Hobart Bay Airport"
"12080","Harbour Island, The Bahamas: Harbour Island Airport"
"12081","Babelegi, South Africa: Babelegi Heliport"
"12082","Hafr Al Batin, Saudi Arabia: Al Batin"
"12083","Hebbronville, TX: Jim Hogg County"
"12084","Hood Bay, AK: Hood Bay Airport"
"12085","Big Spring, TX: Howard County"
"12086","Shoal Cove, AK: Shoal Cove Airport"
"12087","Holy Cross, AK: Holy Cross Airport"
"12088","Hidden Falls, AK: Hidden Falls Airport"
"12089","Heidelberg, Germany: Heidelberg AHP"
"12090","Hyderabad, Pakistan: Hyderabad Airport"
"12091","Heringsdorf, Germany: Heringsdorf Airport"
"12092","Mokuleia, HI: Dillingham"
"12093","Hamadan, Iran: Hamadan Airport"
"12094","Hayden, CO: Yampa Valley"
"12095","Hoedspruit, South Africa: Hoedspruit Airport"
"12096","Hat Yai, Thailand: Hat Yai International"
"12097","Herat, Afghanistan: Herat Airport"
"12098","Herendeen, AK: Herendeen Bay"
"12099","Heho, Burma: Heho Airport"
"12100","Heide/Busum, Germany: Heide Buesum"
"12101","Helsinki, Finland: Helsinki Vantaa"
"12102","Heraklion, Greece: Nikos Kazantzakis"
"12103","Hermiston, OR: Hermiston Municipal"
"12104","Hohhot, China: Baita"
"12105","Santo Domingo, Dominican Republic: Herrera International"
"12106","Natchez, MS: Hardy-Anders Field Natchez-Adams County"
"12107","Haifa, Israel: Haifa Airport"
"12108","Hartford, CT: Hartford Brainard"
"12109","Hefei, China: Luogang"
"12110","Hoffman, NC: Mackall AAF"
"12111","Hofn, Iceland: Hornafjordur"
"12112","Hammerfest, Norway: Hammerfest Airport"
"12113","Hargeisa, Somalia: Egal International"
"12114","Hughenden, Australia: Hughenden Airport"
"12115","Hangzhou, China: Xiaoshan"
"12116","Dune, Germany: Helgoland Duene"
"12117","Mae Hong Son, Thailand: Mae Hong Son Airport"
"12118","Korhogo, Cote d'Ivoire: Korhogo Airport"
"12119","Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field"
"12120","Freetown, Sierra Leone: Hastings"
"12121","Mount Hagen, Papua New Guinea: Mount Hagen Airport"
"12122","Hogatza, AK: Hogatza Airport"
"12123","Hachinohe, Japan: Hachinohe Airport"
"12124","Hilton Head, SC: Hilton Head Airport"
"12125","Hahn, Germany: Frankfurt Hahn"
"12126","Hong Kong, Hong Kong: Kai Tak Heliport"
"12127","Hawthorne, CA: Jack Northrop Field/Hawthorne Municipal"
"12128","Hiawatha, KS: Hiawatha Municipal"
"12129","Hibbing, MN: Range Regional"
"12130","Whitefield, NH: Mount Washington Regional"
"12131","Ogden, UT: Hill AFB"
"12132","Lake Havasu City, AZ: Lake Havasu City Airport"
"12133","Hiroshima, Japan: Hiroshima Airport"
"12134","Honolulu, HI: Daniel K Inouye International"
"12135","Jinju, South Korea: Sacheon AB"
"12136","Hillsboro, OR: Portland Hillsboro"
"12137","Honiara, Solomon Islands: Honiara International"
"12138","Hayman Island, Australia: Hayman Island Airport"
"12139","Khajuraho, India: Khajuraho Airport"
"12140","Blytheville, AR: Blytheville Municipal"
"12141","Healy, AK: Healy River"
"12142","Hakodate, Japan: Hakodate Airport"
"12143","Hong Kong, Hong Kong: Hong Kong International"
"12144","Hokitika, New Zealand: Hokitika Airport"
"12145","Hoskins, Papua New Guinea: Hoskins Airport"
"12146","Kaanapali, HI: Kaanapali Airport"
"12147","Jackson, MS: Hawkins Field"
"12148","Phuket, Thailand: Phuket International"
"12149","Hickory, NC: Hickory Regional"
"12150","Lanseria, South Africa: Lanseria International"
"12151","Hailar, China: Hailar Airport"
"12152","Hultsfred, Sweden: Hultsfred Airport"
"12153","Wheeling, WV: Wheeling Ohio County"
"12154","Hollister, CA: Hollister Municipal"
"12155","Holland, MI: Park Township"
"12156","Helena, MT: Helena Regional"
"12157","Holbrook, AZ: Holbrook Municipal"
"12158","Jakarta, Indonesia: Halim Perdanakusuma International"
"12159","Hamilton, Australia: Hamilton Airport"
"12160","Hamilton, New Zealand: Hamilton Airport"
"12162","Hassi Messaoud, Algeria: Krim Belkacem"
"12163","Alamogordo, NM: Holloman AFB"
"12164","Hermosillo, Mexico: General Ignacio P. Garcia International"
"12165","Homeshore, AK: Homeshore Airport"
"12166","Hemet, CA: Hemet-Ryan"
"12167","Hanamaki, Japan: Hanamaki Airport"
"12168","Hatteras, NC: Billy Mitchell"
"12169","Tokyo, Japan: Tokyo International"
"12170","Hienghene, New Caledonia: Hienghene/Henri Martinet"
"12171","Hoonah, AK: Hoonah Airport"
"12173","Honolulu, HI: Daniel K Inouye International"
"12174","Hana, HI: Hana Airport"
"12175","Haines, AK: Haines Airport"
"12177","Hobbs, NM: Lea County Regional"
"12178","Hodeidah, Yemen: Hodeidah International"
"12179","Hofuf, Saudi Arabia: Al Ahsa"
"12180","Holguin, Cuba: Frank Pais International"
"12181","Hao Island, French Polynesia: Hao"
"12182","Hooker Creek, Australia: Hooker Creek Airport"
"12183","Holikachuk, AK: Holikachuk Airport"
"12184","Homer, AK: Homer Airport"
"12185","Huron, SD: Huron Regional"
"12187","Hopkinsville, KY: Campbell AAF"
"12188","Hof, Germany: Hof Plauen"
"12189","Horta, Portugal: Horta Airport"
"12190","Hot Springs, AR: Memorial Field"
"12191","Houston, TX: William P Hobby"
"12192","Orsta/Volda, Norway: Hovden"
"12193","Balboa, Panama: Panama Pacifico International"
"12194","Lifuka, Tonga: Salote Pilolevu"
"12195","Hooper Bay, AK: Hooper Bay Airport"
"12196","Hai Phong, Vietnam: Catbi International"
"12197","White Plains, NY: Westchester County"
"12198","Hampton, IA: Hampton Municipal"
"12199","Hanalei, HI: Princeville"
"12200","Hoquiam, WA: Bowerman"
"12201","Harbin, China: Taiping"
"12203","Harare, Zimbabwe: Robert Gabriel Mugabe International"
"12204","Hurghada, Egypt: Hurghada International"
"12205","Kharkov, Ukraine: Kharkov Airport"
"12206","Harlingen/San Benito, TX: Valley International"
"12207","Harrison, AR: Boone County"
"12209","Harrogate, United Kingdom: Linton-On-Ouse"
"12210","Shaoguan, China: Shaoguan Airport"
"12211","Las Vegas, NV: Henderson Executive"
"12212","Hastings, NE: Hastings Municipal"
"12213","Huesca, Spain: Huesca Airport"
"12214","Huslia, AK: Huslia Airport"
"12215","Hot Springs, VA: Ingalls Field"
"12216","Homestead, FL: Homestead ARB"
"12217","Huntsville, AL: Huntsville International-Carl T Jones Field"
"12218","Chita, Russia: Kadala"
"12219","Hatfield, United Kingdom: Hatfield Airport"
"12220","Hawthorne, NV: Hawthorne Industrial"
"12221","Hamilton Island, Australia: Hamilton Island Airport"
"12222","East Hampton, NY: East Hampton Airport"
"12223","Ashland, WV: Tri-State/Milton J. Ferguson Field"
"12224","Hato Corozal, Colombia: Hato Corozal Airport"
"12225","Huntsville, AL: Redstone AAF"
"12226","Humacao, PR: Dr Hermenegildo Ortiz Quinones"
"12227","Humera, Ethiopia: Humera Airport"
"12228","Terre Haute, IN: Terre Haute Regional"
"12229","Huehuetenango, Guatemala: Huehuetenango Airport"
"12230","Huahine, French Polynesia: Huahine Fare"
"12231","Hue, Vietnam: Phubai International"
"12232","Houlton, ME: Houlton International"
"12233","Houma, LA: Houma Terrebonne"
"12234","Hualien, Taiwan: Hualien Airport"
"12235","Hughes, AK: Hughes Airport"
"12236","Hutchinson, KS: Hutchinson Regional"
"12237","Huanuco, Peru: Alferez FAP David Figueroa Fernandini"
"12238","Hudiksvall, Sweden: Hudiksvall Airport"
"12239","Santa Cruz/Huatulco, Mexico: Bahias de Huatulco International"
"12240","Humberside, United Kingdom: Humberside Airport"
"12241","Analalava, Madagascar: Analalava Airport"
"12242","Hervey Bay, Australia: Hervey Bay Airport"
"12243","Hopkinsville, KY: Hopkinsville-Christian County"
"12244","New Haven, CT: Tweed New Haven"
"12245","Havre, MT: Havre City-County"
"12246","Hartsville, SC: Hartsville Regional"
"12247","Hayward, CA: Hayward Executive"
"12248","Hawk Inlet, AK: Hawk Inlet Airport"
"12250","Hyannis, MA: Barnstable Municipal-Boardman/Polando Field"
"12251","Hyderabad, India: Hyderabad Airport"
"12252","Hydaburg, AK: Hydaburg Seaplane Base"
"12253","Hollis, AK: Hollis Seaplane Base"
"12254","Hayward, WI: Sawyer County"
"12255","Hays, KS: Hays Regional"
"12257","Liping City, China: Liping"
"12258","Husavik, Iceland: Husavik Airport"
"12259","Hazleton, PA: Hazleton Regional"
"12260","Shenandoah, IA: Shenandoah Municipal"
"12261","Webster City, IA: Webster City Municipal"
"12262","Red Oak, IA: Red Oak Municipal"
"12263","Wichita, KS: McConnell AFB"
"12264","Washington, DC: Washington Dulles International"
"12265","Niagara Falls, NY: Niagara Falls International"
"12266","Houston, TX: George Bush Intercontinental/Houston"
"12267","In Amenas, Algeria: In Amenas Airport"
"12268","Kiana, AK: Bob Baker Memorial"
"12269","Yaroslavl, Russia: Yaroslavl Airport"
"12270","Iasi, Romania: Iasi International"
"12271","Ibadan, Nigeria: Ibadan Airport"
"12272","Ibague, Colombia: Perales"
"12273","Itambacuri, Brazil: Itambacuri Airport"
"12274","Ibiza, Spain: Ibiza Airport"
"12275","Cicia, Fiji: Cicia Airport"
"12276","Nieuw Nickerie, Suriname: Nieuw"
"12277","Seoul, South Korea: Incheon International"
"12278","Wichita, KS: Wichita Dwight D Eisenhower National"
"12279","Icy Bay, AK: Icy Bay Airport"
"12280","Idaho Falls, ID: Idaho Falls Regional"
"12281","Indiana, PA: Indiana County"
"12282","Santa Isabel Do Morro, Brazil: Santa Isabel Do Morro Airport"
"12283","Independence, KS: Independence Municipal"
"12284","Indore, India: Indore Airport"
"12285","Baldonnel, Ireland: Casement"
"12286","Zielona Gora, Poland: Babimost"
"12287","Kiev, Ukraine: Zhuliany International"
"12288","Isafjordur, Iceland: Isafjordur Airport"
"12289","Innisfail, Australia: Innisfail Airport"
"12290","Isfahan, Iran: Shahid Beheshti International"
"12291","Ivano-Frankovska, Ukraine: Ivano - Frankovska International"
"12293","Inagua, The Bahamas: Inagua Airport"
"12294","Igiugig, AK: Igiugig Airport"
"12295","Ingham, Australia: Ingham Airport"
"12296","Izmir, Turkey: Cigli"
"12297","Kingman, AZ: Kingman Airport"
"12298","Iligan, Philippines: Maria Cristina"
"12299","Chigorodo, Colombia: Chigorodo Airport"
"12300","Iguazu, Argentina: Cataratas"
"12302","Iguacu Falls, Brazil: Cataratas International"
"12303","Chapel Hill, NC: Horace Williams"
"12304","Ihu, Papua New Guinea: Ihu Airport"
"12305","Rantoul, IL: Rantoul National Aviation Center"
"12306","Chicago/Romeoville, IL: Lewis University"
"12307","De Kalb, IL: De Kalb Taylor Municipal"
"12308","Lincoln, IL: Logan County"
"12309","Ijui, Brazil: Ijui Airport"
"12310","Jacksonville, IL: Jacksonville Municipal"
